kepid,teff,radius,ra,dec,kmag,koi_time0bk,koi_impact,koi_period,koi_duration,koi_disposition
10674828,5845,0.885,295.45087,47.905842,13.608,0,0,0,0,NEGATIVE
10674871,5939,0.916,295.46463,47.90807,13.205,0,0,0,0,NEGATIVE
10674882,5706,0.976,295.47006,47.920898,13.716,0,0,0,0,NEGATIVE
10674988,5035,6.13,295.50983,47.912289,11.573,0,0,0,0,NEGATIVE
10675052,5123,6.324,295.53073,47.918671,10.264,0,0,0,0,NEGATIVE
10675115,6468,1.132,295.55237,47.93718,14.342,0,0,0,0,NEGATIVE
10675139,5349,0.833,295.56213,47.96175,13.63,0,0,0,0,NEGATIVE
10675144,6075,1.303,295.56384,47.91449,11.551,0,0,0,0,NEGATIVE
10675180,6230,1.825,295.57565,47.934212,11.454,0,0,0,0,NEGATIVE
10675198,6359,1.289,295.58215,47.922749,10.764,0,0,0,0,NEGATIVE
10675225,4902,0.698,295.59222,47.966629,13.073,0,0,0,0,NEGATIVE
10675230,5107,5.103,295.5929,47.923569,10.792,0,0,0,0,NEGATIVE
10675286,4800,0.671,295.61414,47.927212,12.786,0,0,0,0,NEGATIVE
10675305,5925,0.909,295.61954,47.96484,13.994,0,0,0,0,NEGATIVE
10675310,5871,0.891,295.62027,47.9757,12.66,0,0,0,0,NEGATIVE
10675342,6373,1.091,295.6322,47.91803,14.391,0,0,0,0,NEGATIVE
10675385,5060,0.742,295.65045,47.947788,13.361,0,0,0,0,NEGATIVE
10675539,6118,1.084,295.69998,47.90818,13.7,0,0,0,0,NEGATIVE
10675549,5363,0.848,295.70255,47.932281,12.067,0,0,0,0,NEGATIVE
10675600,4864,4.412,295.71735,47.988708,11.342,0,0,0,0,NEGATIVE
10675611,6294,1.058,295.72092,47.90184,13.271,0,0,0,0,NEGATIVE
10675614,4441,0.588,295.72198,47.997841,11.597,0,0,0,0,NEGATIVE
10675627,5821,0.879,295.72598,47.907139,12.638,0,0,0,0,NEGATIVE
10675663,6316,1.066,295.73495,47.94627,13.36,0,0,0,0,NEGATIVE
10675736,6548,1.356,295.76285,47.945518,11.692,0,0,0,0,NEGATIVE
10675743,5829,0.88,295.76443,47.987282,14.045,0,0,0,0,NEGATIVE
10717603,5085,0.693,285.66302,48.041691,13.535,0,0,0,0,NEGATIVE
10717638,4804,6.234,285.68652,48.009022,10.719,0,0,0,0,NEGATIVE
10717656,5901,0.901,285.69452,48.001431,13.529,0,0,0,0,NEGATIVE
10717693,5245,0.73,285.71698,48.037369,13.797,0,0,0,0,NEGATIVE
10717706,5355,0.757,285.72745,48.00309,13.623,0,0,0,0,NEGATIVE
10717715,6640,1.281,285.73132,48.088638,10.202,0,0,0,0,NEGATIVE
10717721,7024,1.701,285.73624,48.03524,10.437,0,0,0,0,NEGATIVE
10717724,6534,1.309,285.73975,48.030819,10.848,0,0,0,0,NEGATIVE
10717733,6527,1.158,285.74612,48.032688,11.913,0,0,0,0,NEGATIVE
10717754,6064,0.958,285.75671,48.039299,12.444,0,0,0,0,NEGATIVE
10717852,5290,3.469,285.80524,48.097309,11.912,0,0,0,0,NEGATIVE
10717854,5366,0.883,285.80637,48.011269,13.085,0,0,0,0,NEGATIVE
10717860,4804,0.672,285.80829,48.02816,12.799,0,0,0,0,NEGATIVE
10717866,5490,0.791,285.81082,48.026699,13.016,0,0,0,0,NEGATIVE
10717871,7498,4.34,285.81204,48.049061,9.731,0,0,0,0,NEGATIVE
10717946,6494,1.196,285.85239,48.001209,12.63,0,0,0,0,NEGATIVE
10717968,5603,0.819,285.86441,48.091881,13.349,0,0,0,0,NEGATIVE
10717972,6110,1.169,285.8671,48.081291,12.419,0,0,0,0,NEGATIVE
10718005,5264,0.753,285.88004,48.021999,13.072,0,0,0,0,NEGATIVE
10718015,5249,0.762,285.88895,48.06155,13.947,0,0,0,0,NEGATIVE
10718016,5396,0.875,285.88962,48.013329,13.059,0,0,0,0,NEGATIVE
10718072,5230,0.726,285.92017,48.084091,12.994,0,0,0,0,NEGATIVE
10718097,5632,0.831,285.9342,48.061798,14.093,0,0,0,0,NEGATIVE
10718101,3750,0.657,285.93631,48.090012,13.55,0,0,0,0,NEGATIVE
10718112,5997,0.936,285.94107,48.015221,14.367,0,0,0,0,NEGATIVE
10718114,5645,0.988,285.94183,48.002529,13.328,0,0,0,0,NEGATIVE
10718143,5822,0.877,285.95239,48.05724,12.893,0,0,0,0,NEGATIVE
10718198,5780,1.0,285.97861,48.020405,9.87,0,0,0,0,NEGATIVE
10718216,6103,0.974,285.98444,48.058208,13.004,0,0,0,0,NEGATIVE
10718221,5909,1.351,285.98849,48.075829,11.525,0,0,0,0,NEGATIVE
10718237,5769,0.867,285.99487,48.001228,13.833,0,0,0,0,NEGATIVE
10718244,6005,1.027,285.9971,48.01099,12.387,0,0,0,0,NEGATIVE
10718252,6079,0.966,286.00372,48.056961,12.341,0,0,0,0,NEGATIVE
10718315,6118,0.998,286.04364,48.036381,14.177,0,0,0,0,NEGATIVE
10718342,6136,1.024,286.05981,48.017811,13.667,0,0,0,0,NEGATIVE
10718345,5390,0.898,286.064,48.050529,11.747,0,0,0,0,NEGATIVE
10718363,4703,0.646,286.07196,48.032452,13.264,0,0,0,0,NEGATIVE
10718372,6091,1.203,286.07614,48.09132,11.317,0,0,0,0,NEGATIVE
10718399,6097,0.987,286.08951,48.04911,13.765,0,0,0,0,NEGATIVE
10718455,5835,0.884,286.1181,48.013828,11.386,0,0,0,0,NEGATIVE
10718475,5969,0.927,286.12839,48.084141,14.062,0,0,0,0,NEGATIVE
10718491,4914,11.084,286.13727,48.052021,9.01,0,0,0,0,NEGATIVE
10718505,5334,0.752,286.14691,48.065891,11.839,0,0,0,0,NEGATIVE
10718512,5780,1.0,286.14856,48.031544,9.567,0,0,0,0,NEGATIVE
10718524,4624,0.627,286.15662,48.008419,13.06,0,0,0,0,NEGATIVE
10718535,5912,0.904,286.1597,48.030369,11.308,0,0,0,0,NEGATIVE
10718575,6692,1.525,286.1756,48.090321,12.341,0,0,0,0,NEGATIVE
10718577,5513,0.805,286.1759,48.072578,12.852,0,0,0,0,NEGATIVE
10743595,5780,1.0,296.38144,48.082115,11.192,0,0,0,0,NEGATIVE
10743597,5578,0.842,296.38229,48.045311,13.859,0,0,0,0,NEGATIVE
10743600,5780,1.0,296.38348,48.044006,,0,0,0,0,NEGATIVE
10743615,6235,1.027,296.39099,48.017342,13.587,0,0,0,0,NEGATIVE
10743634,6580,1.539,296.39642,48.035412,10.872,0,0,0,0,NEGATIVE
10743645,6304,1.06,296.39893,48.079079,13.707,0,0,0,0,NEGATIVE
10743669,6380,1.2,296.40945,48.053219,12.863,0,0,0,0,NEGATIVE
10743680,6205,1.02,296.41187,48.022369,13.576,0,0,0,0,NEGATIVE
10743683,5638,0.829,296.41287,48.013672,13.216,0,0,0,0,NEGATIVE
10743684,5364,0.796,296.41299,48.078362,13.564,0,0,0,0,NEGATIVE
10743686,4897,13.484,296.41318,48.071941,10.257,0,0,0,0,NEGATIVE
10743846,6184,1.235,296.46005,48.00304,11.587,0,0,0,0,NEGATIVE
10743850,5067,0.734,296.46075,48.06284,12.972,0,0,0,0,NEGATIVE
10743870,6164,0.999,296.46817,48.014118,13.56,0,0,0,0,NEGATIVE
10743887,4827,13.033,296.47333,48.079521,10.229,0,0,0,0,NEGATIVE
10743904,6164,1.125,296.48026,48.072849,13.3,0,0,0,0,NEGATIVE
10743932,5850,0.887,296.48755,48.00811,13.859,0,0,0,0,NEGATIVE
10743935,5273,0.834,296.48801,48.06142,13.436,0,0,0,0,NEGATIVE
10743946,6273,1.044,296.49042,48.039841,13.906,0,0,0,0,NEGATIVE
10743955,6409,1.48,296.49301,48.052078,11.423,0,0,0,0,NEGATIVE
10743977,5075,4.397,296.50269,48.036789,11.48,0,0,0,0,NEGATIVE
10744040,5940,0.916,296.5195,48.028519,12.275,0,0,0,0,NEGATIVE
10744042,6900,1.528,296.52002,48.042919,10.76,0,0,0,0,NEGATIVE
10744071,5325,0.749,296.53049,48.097031,14.132,0,0,0,0,NEGATIVE
10744084,6196,1.094,296.53635,48.085129,11.131,0,0,0,0,NEGATIVE
10744090,6805,1.289,296.53827,48.096851,12.93,0,0,0,0,NEGATIVE
10744106,5593,0.809,296.54391,48.065109,14.158,0,0,0,0,NEGATIVE
10744119,6646,1.372,296.54767,48.063492,11.586,0,0,0,0,NEGATIVE
10744135,5165,0.9,296.55234,48.006142,13.876,0,0,0,0,NEGATIVE
10744149,6059,0.956,296.5563,48.00713,12.331,0,0,0,0,NEGATIVE
10744150,5927,0.912,296.55655,48.04903,14.414,0,0,0,0,NEGATIVE
10744152,5890,0.897,296.5578,48.023548,14.079,0,0,0,0,NEGATIVE
10744173,6310,1.072,296.56543,48.079689,12.358,0,0,0,0,NEGATIVE
10744176,5648,0.838,296.56668,48.022179,11.38,0,0,0,0,NEGATIVE
10744192,5775,0.855,296.57135,48.080318,14.062,0,0,0,0,NEGATIVE
10744218,6029,0.945,296.57666,48.074959,13.183,0,0,0,0,NEGATIVE
10744246,5185,3.317,296.58606,48.018639,9.609,0,0,0,0,NEGATIVE
10744297,6038,0.95,296.60132,48.084278,12.403,0,0,0,0,NEGATIVE
10744309,5702,0.845,296.60638,48.021332,12.484,0,0,0,0,NEGATIVE
10744320,5863,0.888,296.61017,48.005409,13.779,0,0,0,0,NEGATIVE
10744342,7226,1.499,296.61679,48.097561,12.609,0,0,0,0,NEGATIVE
10744372,5831,0.879,296.62857,48.00243,14.155,0,0,0,0,NEGATIVE
10744414,5907,0.903,296.63947,48.09626,14.188,0,0,0,0,NEGATIVE
10744445,5046,0.704,296.64908,48.045429,14.099,0,0,0,0,NEGATIVE
10744477,5088,1.851,296.65784,48.067631,12.798,0,0,0,0,NEGATIVE
10744479,6518,1.158,296.6586,48.084278,13.912,0,0,0,0,NEGATIVE
10744494,5683,0.839,296.66293,48.020908,13.686,0,0,0,0,NEGATIVE
10744500,6479,1.135,296.6636,48.081669,12.645,0,0,0,0,NEGATIVE
10793076,5309,0.85,290.16077,48.190151,11.206,0,0,0,0,NEGATIVE
10793079,5780,1.0,290.16098,48.178337,11.901,0,0,0,0,NEGATIVE
10793105,6290,1.05,290.16953,48.155251,13.598,0,0,0,0,NEGATIVE
10793114,5780,1.0,290.17581,48.164543,11.546,0,0,0,0,NEGATIVE
10793166,4900,0.697,290.1991,48.144772,13.391,0,0,0,0,NEGATIVE
10793185,6810,1.536,290.20819,48.1049,13.411,0,0,0,0,NEGATIVE
10793237,5985,0.99,290.22845,48.161011,13.176,0,0,0,0,NEGATIVE
10793277,5070,8.117,290.24866,48.132599,10.962,0,0,0,0,NEGATIVE
10793290,4417,0.567,290.25253,48.194672,13.419,0,0,0,0,NEGATIVE
10793300,6342,1.093,290.25592,48.131008,13.324,0,0,0,0,NEGATIVE
10793362,6262,1.228,290.27982,48.10133,12.298,0,0,0,0,NEGATIVE
10793381,6011,1.02,290.28802,48.121761,13.606,0,0,0,0,NEGATIVE
10793412,6285,1.325,290.2966,48.106091,12.698,0,0,0,0,NEGATIVE
10793422,5780,1.0,290.29825,48.167648,12.419,0,0,0,0,NEGATIVE
10793443,5856,1.008,290.30588,48.115719,13.157,0,0,0,0,NEGATIVE
10793445,5894,1.053,290.30621,48.149288,13.222,0,0,0,0,NEGATIVE
10793466,5084,0.72,290.31104,48.186218,13.161,0,0,0,0,NEGATIVE
10793542,5967,0.973,290.33069,48.127579,13.963,0,0,0,0,NEGATIVE
10793576,6172,1.14,290.34442,48.147308,12.706,0,0,0,0,NEGATIVE
10793589,6304,1.221,290.34842,48.187939,11.709,0,0,0,0,NEGATIVE
10793596,5780,1.0,290.34882,48.152603,13.956,0,0,0,0,NEGATIVE
10793609,6112,1.108,290.35422,48.131729,13.347,0,0,0,0,NEGATIVE
10793620,4368,0.574,290.35754,48.100079,12.933,0,0,0,0,NEGATIVE
10793649,5415,0.771,290.36899,48.12796,13.754,0,0,0,0,NEGATIVE
10793654,4970,5.033,290.37143,48.171928,11.892,0,0,0,0,NEGATIVE
10793674,6256,1.108,290.37854,48.16563,13.888,0,0,0,0,NEGATIVE
10793695,5826,0.879,290.38895,48.136971,12.448,0,0,0,0,NEGATIVE
10793697,6467,1.368,290.38986,48.191441,11.674,0,0,0,0,NEGATIVE
10793709,5404,0.823,290.39218,48.158001,13.74,0,0,0,0,NEGATIVE
10793723,4341,0.569,290.39606,48.128929,12.932,0,0,0,0,NEGATIVE
10793731,4432,0.586,290.39767,48.117882,10.95,0,0,0,0,NEGATIVE
10793757,3845,0.497,290.40613,48.186821,11.422,0,0,0,0,NEGATIVE
10793771,5073,16.854,290.41125,48.15041,8.107,0,0,0,0,NEGATIVE
10793791,6215,1.056,290.42203,48.116879,12.581,0,0,0,0,NEGATIVE
10793844,6074,0.99,290.44058,48.174641,13.161,0,0,0,0,NEGATIVE
10793851,6200,1.247,290.44196,48.116772,12.071,0,0,0,0,NEGATIVE
10793870,4466,0.593,290.44781,48.114792,9.963,0,0,0,0,NEGATIVE
10793872,5107,5.331,290.44925,48.125889,9.447,0,0,0,0,NEGATIVE
10793882,6073,0.966,290.45334,48.103729,13.751,0,0,0,0,NEGATIVE
10793890,5338,16.219,290.46103,48.169861,8.033,0,0,0,0,NEGATIVE
10793984,6117,1.044,290.51108,48.115688,13.764,0,0,0,0,NEGATIVE
10794013,5780,1.0,290.52203,48.177784,9.265,0,0,0,0,NEGATIVE
10794024,5591,0.831,290.52475,48.195911,12.097,0,0,0,0,NEGATIVE
10794030,4869,0.966,290.52841,48.197922,13.63,0,0,0,0,NEGATIVE
10794046,4911,0.701,290.53265,48.109921,13.474,0,0,0,0,NEGATIVE
10794125,5429,0.786,290.56656,48.104931,13.875,0,0,0,0,NEGATIVE
10794158,5780,1.0,290.586,48.112549,14.425,0,0,0,0,NEGATIVE
10794224,5780,1.0,290.60605,48.146252,10.071,0,0,0,0,NEGATIVE
10794240,6490,1.327,290.61407,48.11776,12.868,0,0,0,0,NEGATIVE
10675762,7444,3.917,295.7709,47.959061,9.985,0,0,0,0,NEGATIVE
10675816,5952,0.919,295.79077,47.97356,13.693,0,0,0,0,NEGATIVE
10675843,5800,0.871,295.79828,47.914539,13.854,0,0,0,0,NEGATIVE
10675847,4883,8.653,295.79984,47.943989,11.05,0,0,0,0,NEGATIVE
10675860,5088,0.755,295.80518,47.958611,12.572,0,0,0,0,NEGATIVE
10675916,5044,4.095,295.8269,47.90596,10.199,0,0,0,0,NEGATIVE
10675935,5175,6.107,295.83438,47.9659,10.699,0,0,0,0,NEGATIVE
10675942,5605,0.858,295.83664,47.953629,14.111,0,0,0,0,NEGATIVE
10675989,5826,0.878,295.85144,47.94788,13.29,0,0,0,0,NEGATIVE
10676011,6267,1.642,295.85889,47.946301,9.879,0,0,0,0,NEGATIVE
10676026,5053,1.896,295.86496,47.95491,12.8,0,0,0,0,NEGATIVE
10676036,6976,1.632,295.8699,47.95203,12.538,0,0,0,0,NEGATIVE
10676051,6362,1.232,295.87625,47.972118,12.157,0,0,0,0,NEGATIVE
10676089,5402,0.901,295.89081,47.959759,13.371,0,0,0,0,NEGATIVE
10676126,3987,0.514,295.90225,47.970821,12.231,0,0,0,0,NEGATIVE
10676147,6186,1.054,295.90973,47.97401,12.824,0,0,0,0,NEGATIVE
10676157,6225,1.083,295.91251,47.980591,13.01,0,0,0,0,NEGATIVE
10676174,5727,0.968,295.9165,47.93425,13.855,0,0,0,0,NEGATIVE
10676176,6178,1.02,295.91724,47.99873,13.569,0,0,0,0,NEGATIVE
10676210,6269,1.046,295.92709,47.994862,13.563,0,0,0,0,NEGATIVE
10676216,5129,0.756,295.92902,47.94524,13.089,0,0,0,0,NEGATIVE
10676217,6058,1.027,295.92914,47.96162,12.88,0,0,0,0,NEGATIVE
10676223,5961,0.921,295.93103,47.90007,14.086,0,0,0,0,NEGATIVE
10676246,7373,1.893,295.93628,47.97691,12.48,0,0,0,0,NEGATIVE
10676312,5631,1.975,295.95563,47.933979,11.693,0,0,0,0,NEGATIVE
10676324,6098,0.971,295.95908,47.958302,13.218,0,0,0,0,NEGATIVE
10676348,5658,0.835,295.965,47.922981,14.209,0,0,0,0,NEGATIVE
10676361,6333,1.069,295.97021,47.967548,13.715,0,0,0,0,NEGATIVE
10676395,5512,0.816,295.98099,47.910858,13.668,0,0,0,0,NEGATIVE
10676398,5780,1.0,295.98114,47.980137,12.623,0,0,0,0,NEGATIVE
10676405,5780,1.0,295.98184,47.982155,13.553,0,0,0,0,NEGATIVE
10676422,3659,0.511,295.98709,47.944729,13.274,0,0,0,0,NEGATIVE
10676432,5132,10.676,295.992,47.98843,11.396,0,0,0,0,NEGATIVE
10676469,5415,0.911,296.00937,47.982609,12.129,0,0,0,0,NEGATIVE
10676482,4926,0.705,296.01443,47.912601,11.354,0,0,0,0,NEGATIVE
10676488,5579,0.813,296.01477,47.936569,13.76,0,0,0,0,NEGATIVE
10676511,5358,0.855,296.02005,47.977139,11.708,0,0,0,0,NEGATIVE
10676514,6078,0.793,296.02145,47.911919,14.084,0,0,0,0,NEGATIVE
10676530,6163,1.08,296.02747,47.946232,13.584,0,0,0,0,NEGATIVE
10676607,6243,1.03,296.05615,47.973381,13.615,0,0,0,0,NEGATIVE
10676608,5780,1.0,296.05753,47.928799,10.605,0,0,0,0,NEGATIVE
10676627,5150,0.707,296.06458,47.946529,14.075,0,0,0,0,NEGATIVE
10676635,6042,0.952,296.06512,47.97221,14.38,0,0,0,0,NEGATIVE
10676654,5309,1.103,296.07272,47.933109,13.482,0,0,0,0,NEGATIVE
10676678,6313,1.062,296.07996,47.927139,13.087,0,0,0,0,NEGATIVE
10676749,5795,0.871,296.0983,47.978828,14.025,0,0,0,0,NEGATIVE
10676750,6112,0.976,296.09842,47.992699,13.666,0,0,0,0,NEGATIVE
10676757,5309,0.765,296.09988,47.902279,14.067,0,0,0,0,NEGATIVE
10718590,5671,0.838,286.18024,48.030418,13.924,0,0,0,0,NEGATIVE
10718639,5339,0.868,286.20535,48.091419,13.428,0,0,0,0,NEGATIVE
10718641,5450,0.781,286.20572,48.063332,13.595,0,0,0,0,NEGATIVE
10718712,6273,1.043,286.24332,48.06319,12.962,0,0,0,0,NEGATIVE
10718727,3905,0.607,286.24985,48.075588,13.747,0,0,0,0,NEGATIVE
10718763,5283,0.739,286.27505,48.031109,13.781,0,0,0,0,NEGATIVE
10718791,4925,0.705,286.29651,48.094372,12.766,0,0,0,0,NEGATIVE
10718806,4006,0.517,286.30414,48.037441,12.938,0,0,0,0,NEGATIVE
10718819,4812,0.869,286.31097,48.01519,13.935,0,0,0,0,NEGATIVE
10718820,5077,10.248,286.31137,48.036949,11.556,0,0,0,0,NEGATIVE
10718821,5824,0.88,286.31198,48.043419,13.976,0,0,0,0,NEGATIVE
10718832,4897,19.233,286.32034,48.099789,8.958,0,0,0,0,NEGATIVE
10718853,5882,0.954,286.332,48.08437,10.99,0,0,0,0,NEGATIVE
10718859,3897,0.503,286.33701,48.057072,12.221,0,0,0,0,NEGATIVE
10718902,5119,7.417,286.36407,48.081081,10.492,0,0,0,0,NEGATIVE
10718955,4779,0.665,286.40167,48.022732,13.41,0,0,0,0,NEGATIVE
10718967,4300,0.561,286.40726,48.046638,12.613,0,0,0,0,NEGATIVE
10718968,5393,0.813,286.4075,48.008968,13.986,0,0,0,0,NEGATIVE
10718976,5565,0.856,286.4137,48.011002,9.651,0,0,0,0,NEGATIVE
10718978,5058,6.623,286.41556,48.022282,11.07,0,0,0,0,NEGATIVE
10719064,6260,1.039,286.45963,48.067841,14.366,0,0,0,0,NEGATIVE
10719096,5861,0.973,286.47754,48.094131,13.835,0,0,0,0,NEGATIVE
10719106,5869,0.93,286.48322,48.051762,13.776,0,0,0,0,NEGATIVE
10719224,5650,0.98,286.54974,48.06633,14.2,0,0,0,0,NEGATIVE
10719244,5056,0.722,286.56158,48.08448,13.062,0,0,0,0,NEGATIVE
10721527,4227,0.549,287.76941,48.005539,13.049,0,0,0,0,NEGATIVE
10721574,6084,0.966,287.80014,48.021,13.81,0,0,0,0,NEGATIVE
10721647,5041,0.74,287.83401,48.02253,13.053,0,0,0,0,NEGATIVE
10721710,5104,1.834,287.86099,48.00943,9.93,0,0,0,0,NEGATIVE
10721728,4446,0.588,287.87054,48.031631,13.001,0,0,0,0,NEGATIVE
10721756,6441,1.122,287.88687,48.012402,11.122,0,0,0,0,NEGATIVE
10721760,5676,0.969,287.88919,48.04203,12.483,0,0,0,0,NEGATIVE
10721800,4660,0.857,287.90936,48.07122,13.49,0,0,0,0,NEGATIVE
10721830,5652,0.832,287.92041,48.019852,13.848,0,0,0,0,NEGATIVE
10721843,6185,1.102,287.93149,48.06179,13.822,0,0,0,0,NEGATIVE
10721845,5780,1.0,287.93213,48.04319,11.673,0,0,0,0,NEGATIVE
10721855,5250,0.822,287.9389,48.050838,11.889,0,0,0,0,NEGATIVE
10721900,4971,19.118,287.9632,48.073132,9.28,0,0,0,0,NEGATIVE
10721930,8530,3.555,287.97934,48.030159,9.235,0,0,0,0,NEGATIVE
10721949,4471,0.594,287.98993,48.04705,12.97,0,0,0,0,NEGATIVE
10721967,4464,0.593,287.99997,48.008049,12.157,0,0,0,0,NEGATIVE
10721971,5533,0.802,288.00198,48.031021,12.533,0,0,0,0,NEGATIVE
10721980,5780,1.0,288.00851,48.007446,11.995,0,0,0,0,NEGATIVE
10722020,5726,1.052,288.02652,48.004848,12.297,0,0,0,0,NEGATIVE
10722067,5071,6.797,288.04636,48.044258,10.55,0,0,0,0,NEGATIVE
10722101,6173,1.001,288.06314,48.064968,13.18,0,0,0,0,NEGATIVE
10722132,5469,0.836,288.08142,48.036091,13.365,0,0,0,0,NEGATIVE
10722144,5500,0.968,288.08475,48.013779,12.107,0,0,0,0,NEGATIVE
10744508,6239,1.046,296.66534,48.07954,13.496,0,0,0,0,NEGATIVE
10744554,5228,2.884,296.68121,48.04874,11.64,0,0,0,0,NEGATIVE
10744575,6393,1.23,296.68799,48.040661,12.801,0,0,0,0,NEGATIVE
10744632,6078,1.115,296.7019,48.082588,11.243,0,0,0,0,NEGATIVE
10744641,4921,7.863,296.70465,48.060902,10.175,0,0,0,0,NEGATIVE
10744668,6231,1.027,296.7131,48.058929,12.138,0,0,0,0,NEGATIVE
10744685,4255,0.616,296.71851,48.056389,13.1,0,0,0,0,NEGATIVE
10744686,5006,4.195,296.71884,48.073929,10.846,0,0,0,0,NEGATIVE
10744696,5434,0.776,296.72241,48.088428,13.081,0,0,0,0,NEGATIVE
10744713,6381,1.106,296.72443,48.059299,13.113,0,0,0,0,NEGATIVE
10744726,5394,0.784,296.72702,48.058651,13.089,0,0,0,0,NEGATIVE
10744752,4532,0.601,296.73422,48.002232,13.16,0,0,0,0,NEGATIVE
10744768,5796,1.279,296.73816,48.008492,11.889,0,0,0,0,NEGATIVE
10744778,5164,0.942,296.74088,48.074718,12.395,0,0,0,0,NEGATIVE
10744779,6263,1.04,296.74164,48.07571,11.923,0,0,0,0,NEGATIVE
10744782,5921,0.908,296.74307,48.036789,12.036,0,0,0,0,NEGATIVE
10744786,6232,1.032,296.7442,48.098869,14.385,0,0,0,0,NEGATIVE
10744788,5566,0.959,296.74533,48.069889,13.354,0,0,0,0,NEGATIVE
10744805,6294,1.053,296.74808,48.036861,13.296,0,0,0,0,NEGATIVE
10744820,5990,0.951,296.75098,48.021332,12.859,0,0,0,0,NEGATIVE
10744834,6312,1.062,296.75449,48.089191,12.691,0,0,0,0,NEGATIVE
10744844,5604,0.825,296.75891,48.032059,13.102,0,0,0,0,NEGATIVE
10744851,5386,0.836,296.76038,48.013039,13.941,0,0,0,0,NEGATIVE
10744857,6445,1.123,296.76208,48.05405,13.325,0,0,0,0,NEGATIVE
10744893,6196,1.011,296.77017,48.09856,13.653,0,0,0,0,NEGATIVE
10744930,6211,1.019,296.77658,48.038979,14.051,0,0,0,0,NEGATIVE
10744946,4553,0.611,296.77969,48.025021,13.527,0,0,0,0,NEGATIVE
10745005,7036,1.754,296.79483,48.074421,11.061,0,0,0,0,NEGATIVE
10745012,5902,0.901,296.79648,48.04892,13.319,0,0,0,0,NEGATIVE
10745056,6059,0.958,296.80933,48.041981,13.645,0,0,0,0,NEGATIVE
10745059,6131,0.985,296.81,48.049881,12.862,0,0,0,0,NEGATIVE
10745065,7260,1.891,296.81146,48.056671,12.738,0,0,0,0,NEGATIVE
10745115,6180,1.174,296.82718,48.0457,10.931,0,0,0,0,NEGATIVE
10745154,6224,1.025,296.83649,48.096142,13.952,0,0,0,0,NEGATIVE
10745159,7717,2.48,296.83804,48.057869,10.776,0,0,0,0,NEGATIVE
10745197,5981,0.929,296.84998,48.065781,12.774,0,0,0,0,NEGATIVE
10745242,5780,1.0,296.86188,48.04232,8.353,0,0,0,0,NEGATIVE
10745278,6467,1.13,296.87051,48.081718,12.882,0,0,0,0,NEGATIVE
10745334,6480,1.137,296.88544,48.009529,12.733,0,0,0,0,NEGATIVE
10745336,5161,3.289,296.88565,48.06197,11.13,0,0,0,0,NEGATIVE
10745365,6215,1.028,296.896,48.04726,13.224,0,0,0,0,NEGATIVE
10745390,6244,1.031,296.90369,48.00069,14.242,0,0,0,0,NEGATIVE
10745393,5813,0.875,296.90408,48.00927,14.173,0,0,0,0,NEGATIVE
10745475,5917,0.943,296.9263,48.004581,13.695,0,0,0,0,NEGATIVE
10745501,6012,0.976,296.93155,48.024948,12.013,0,0,0,0,NEGATIVE
10745502,5895,0.898,296.93182,48.053211,13.704,0,0,0,0,NEGATIVE
10745503,5528,0.909,296.93198,48.036758,12.213,0,0,0,0,NEGATIVE
10745513,5800,0.871,296.93454,48.00832,13.463,0,0,0,0,NEGATIVE
10794242,5645,0.987,290.61478,48.186771,12.579,0,0,0,0,NEGATIVE
10794253,5062,0.748,290.61795,48.168678,13.204,0,0,0,0,NEGATIVE
10794260,6056,1.054,290.62341,48.13871,13.511,0,0,0,0,NEGATIVE
10794271,5720,0.932,290.62589,48.12429,13.41,0,0,0,0,NEGATIVE
10794278,5519,0.999,290.62988,48.174011,13.839,0,0,0,0,NEGATIVE
10794315,6161,1.001,290.64789,48.176899,12.818,0,0,0,0,NEGATIVE
10794405,5650,0.874,290.68866,48.1992,13.105,0,0,0,0,NEGATIVE
10794487,5710,0.848,290.7261,48.109341,13.496,0,0,0,0,NEGATIVE
10794509,6750,2.368,290.73431,48.16341,11.414,0,0,0,0,NEGATIVE
10794518,5368,4.462,290.73764,48.120232,11.485,0,0,0,0,NEGATIVE
10794548,6249,1.097,290.75323,48.11161,14.205,0,0,0,0,NEGATIVE
10794552,6135,1.189,290.75381,48.120361,12.133,0,0,0,0,NEGATIVE
10794559,5525,0.99,290.75586,48.148178,11.827,0,0,0,0,NEGATIVE
10794573,5554,0.934,290.76105,48.160179,13.688,0,0,0,0,NEGATIVE
10794584,5430,0.877,290.76425,48.110531,13.769,0,0,0,0,NEGATIVE
10794596,5780,1.0,290.7681,48.174263,13.548,0,0,0,0,NEGATIVE
10794621,5848,0.899,290.77673,48.16164,13.614,0,0,0,0,NEGATIVE
10794657,5973,1.059,290.79224,48.150162,13.132,0,0,0,0,NEGATIVE
10794768,6127,1.146,290.83783,48.16935,12.303,0,0,0,0,NEGATIVE
10794815,5657,0.899,290.85999,48.174751,13.487,0,0,0,0,NEGATIVE
10794816,5277,2.994,290.86029,48.105431,10.729,0,0,0,0,NEGATIVE
10794838,5121,13.286,290.86893,48.106289,8.257,0,0,0,0,NEGATIVE
10794845,6399,1.5,290.87335,48.1147,9.283,0,0,0,0,NEGATIVE
10794878,5734,0.938,290.88773,48.128651,11.761,0,0,0,0,NEGATIVE
10794879,5780,1.0,290.88831,48.19207,12.504,0,0,0,0,NEGATIVE
